latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-20.5367,29.30159,323.24,3.62,1.78,2024-07-28,1149,Aqua,MODIS,73,6.1NRT,304.25,87.44,D
-20.28651,32.55078,333.56,2.04,1.39,2024-07-28,1149,Aqua,MODIS,84,6.1NRT,302.88,75.02,D
-19.95463,32.97597,314.41,1.87,1.34,2024-07-28,1149,Aqua,MODIS,46,6.1NRT,297.85,22.75,D
-16.48736,29.96725,322.84,2.83,1.61,2024-07-28,1151,Aqua,MODIS,68,6.1NRT,307.01,53.46,D
-17.52776,31.19019,318.09,2.36,1.48,2024-07-28,1151,Aqua,MODIS,56,6.1NRT,305.7,24.81,D
-17.50755,30.37896,318.37,2.73,1.58,2024-07-28,1151,Aqua,MODIS,46,6.1NRT,305.36,25.84,D
-17.49348,30.37737,319.38,2.73,1.58,2024-07-28,1151,Aqua,MODIS,54,6.1NRT,308.3,29.42,D
-17.46073,30.49252,323.12,2.66,1.57,2024-07-28,1151,Aqua,MODIS,65,6.1NRT,307.07,44.34,D
-17.46345,30.46779,326.73,2.68,1.57,2024-07-28,1151,Aqua,MODIS,76,6.1NRT,305.82,61.95,D
-17.44582,30.23425,319.9,2.79,1.6,2024-07-28,1151,Aqua,MODIS,48,6.1NRT,305.48,38.03,D
-17.44858,30.20814,323.13,2.8,1.6,2024-07-28,1151,Aqua,MODIS,70,6.1NRT,305.3,55.45,D
-17.45951,30.10399,320.01,2.86,1.61,2024-07-28,1151,Aqua,MODIS,62,6.1NRT,306.76,36.22,D
-17.46229,30.07746,326.46,2.87,1.62,2024-07-28,1151,Aqua,MODIS,75,6.1NRT,309.05,68.26,D
-17.28484,31.59381,322,2.18,1.43,2024-07-28,1151,Aqua,MODIS,67,6.1NRT,308.57,29.21,D
-17.32834,31.19951,319.46,2.34,1.48,2024-07-28,1151,Aqua,MODIS,61,6.1NRT,306.77,26.87,D
-17.33071,31.17786,338.66,2.35,1.48,2024-07-28,1151,Aqua,MODIS,87,6.1NRT,307.83,111.21,D
-17.4182,30.3608,334.98,2.73,1.58,2024-07-28,1151,Aqua,MODIS,84,6.1NRT,308.61,106.02,D
-17.42082,30.33578,326.85,2.74,1.58,2024-07-28,1151,Aqua,MODIS,72,6.1NRT,307.38,60.24,D
-17.28534,31.58889,325.29,2.18,1.43,2024-07-28,1151,Aqua,MODIS,73,6.1NRT,308.82,40.8,D
-17.33176,31.19496,327.78,2.34,1.48,2024-07-28,1151,Aqua,MODIS,77,6.1NRT,306.93,57.49,D
-17.33429,31.17338,332.04,2.35,1.48,2024-07-28,1151,Aqua,MODIS,81,6.1NRT,307.93,76.5,D
-17.44259,30.22879,325.07,2.79,1.6,2024-07-28,1151,Aqua,MODIS,73,6.1NRT,306.17,60.29,D
-17.44552,30.20274,319.11,2.8,1.6,2024-07-28,1151,Aqua,MODIS,59,6.1NRT,305.04,35.97,D
-17.45717,30.09874,323.5,2.86,1.61,2024-07-28,1151,Aqua,MODIS,71,6.1NRT,306.36,52.16,D
-17.46014,30.07215,323.28,2.87,1.62,2024-07-28,1151,Aqua,MODIS,70,6.1NRT,309.13,52.18,D
-17.41687,30.3303,320.06,2.74,1.58,2024-07-28,1151,Aqua,MODIS,55,6.1NRT,307.33,30.35,D
-17.28162,31.16669,320.82,2.35,1.48,2024-07-28,1151,Aqua,MODIS,65,6.1NRT,308.66,31.26,D
-17.22573,31.31104,318.57,2.29,1.46,2024-07-28,1151,Aqua,MODIS,54,6.1NRT,305.25,26.75,D
-17.27089,30.89705,322.21,2.47,1.51,2024-07-28,1151,Aqua,MODIS,68,6.1NRT,305.06,44.69,D
-17.22734,31.30449,322.37,2.29,1.46,2024-07-28,1151,Aqua,MODIS,59,6.1NRT,305.6,38.63,D
-17.2756,30.89098,321.31,2.47,1.51,2024-07-28,1151,Aqua,MODIS,66,6.1NRT,304.99,40.43,D
-16.98064,31.87479,320.78,2.05,1.39,2024-07-28,1151,Aqua,MODIS,32,6.1NRT,307.01,26.84,D
-17.02898,31.44484,326.46,2.22,1.44,2024-07-28,1151,Aqua,MODIS,75,6.1NRT,307.91,47.46,D
-17.02932,31.43811,323.92,2.22,1.44,2024-07-28,1151,Aqua,MODIS,71,6.1NRT,307.51,38.29,D
-16.96097,31.9037,318.63,2.04,1.39,2024-07-28,1151,Aqua,MODIS,44,6.1NRT,305.39,21.74,D
-16.98948,31.55596,320.41,2.17,1.43,2024-07-28,1151,Aqua,MODIS,63,6.1NRT,307.99,26.11,D
-16.99187,31.5356,322.3,2.18,1.43,2024-07-28,1151,Aqua,MODIS,68,6.1NRT,307.13,32.53,D
-17.01225,31.24722,317.68,2.29,1.47,2024-07-28,1151,Aqua,MODIS,54,6.1NRT,306.98,25.75,D
-17.01409,30.87252,320.63,2.46,1.51,2024-07-28,1151,Aqua,MODIS,56,6.1NRT,303.17,37.44,D
-17.01657,30.84989,316.44,2.47,1.51,2024-07-28,1151,Aqua,MODIS,33,6.1NRT,304.38,22.89,D
-17.0174,30.58696,327.33,2.58,1.54,2024-07-28,1151,Aqua,MODIS,76,6.1NRT,306.18,66.45,D
-17.0061,30.86629,330.09,2.46,1.51,2024-07-28,1151,Aqua,MODIS,80,6.1NRT,304.29,73.91,D
-16.7587,32.81705,324.57,1.73,1.29,2024-07-28,1151,Aqua,MODIS,71,6.1NRT,310.06,27.6,D
-17.02499,30.58318,321.97,2.58,1.54,2024-07-28,1151,Aqua,MODIS,64,6.1NRT,305.73,43.23,D
-17.01133,30.58089,316.36,2.58,1.54,2024-07-28,1151,Aqua,MODIS,30,6.1NRT,306.27,20.92,D
-16.95823,30.92842,315.55,2.43,1.5,2024-07-28,1151,Aqua,MODIS,34,6.1NRT,304.51,21.12,D
-16.97347,30.79376,334.39,2.49,1.52,2024-07-28,1151,Aqua,MODIS,84,6.1NRT,305.48,97.92,D
-16.95995,30.79236,317.6,2.49,1.52,2024-07-28,1151,Aqua,MODIS,54,6.1NRT,306.55,24.93,D
-16.87592,30.72578,318.04,2.51,1.52,2024-07-28,1151,Aqua,MODIS,58,6.1NRT,305.75,26.46,D
-16.83596,30.83952,320.16,2.46,1.51,2024-07-28,1151,Aqua,MODIS,64,6.1NRT,304.76,33.46,D
-16.73894,31.59149,326.04,2.14,1.42,2024-07-28,1151,Aqua,MODIS,74,6.1NRT,308.85,39.99,D
-16.74114,31.57202,321.72,2.15,1.42,2024-07-28,1151,Aqua,MODIS,67,6.1NRT,307.59,26.01,D
-16.8413,30.83497,317.96,2.46,1.51,2024-07-28,1151,Aqua,MODIS,50,6.1NRT,304.42,25.07,D
-16.73862,31.5865,327.19,2.14,1.42,2024-07-28,1151,Aqua,MODIS,76,6.1NRT,308.78,43.79,D
-16.92441,29.72944,339.19,3,1.65,2024-07-28,1151,Aqua,MODIS,88,6.1NRT,306.12,170.81,D
-16.81669,30.44598,327.33,2.63,1.56,2024-07-28,1151,Aqua,MODIS,77,6.1NRT,306.52,67.81,D
-16.57701,31.29558,319.67,2.24,1.45,2024-07-28,1151,Aqua,MODIS,59,6.1NRT,308.69,24.96,D
-16.77232,29.32109,320.67,3.21,1.7,2024-07-28,1151,Aqua,MODIS,67,6.1NRT,305.46,50.87,D
-16.7755,29.29138,342.8,3.23,1.7,2024-07-28,1151,Aqua,MODIS,90,6.1NRT,307.27,216.25,D
-16.65123,29.73434,317.17,2.97,1.64,2024-07-28,1151,Aqua,MODIS,54,6.1NRT,303.49,36.46,D
-16.62794,29.67638,318.71,3,1.65,2024-07-28,1151,Aqua,MODIS,56,6.1NRT,305.6,39.26,D
-16.57497,29.60874,319.38,3.03,1.66,2024-07-28,1151,Aqua,MODIS,53,6.1NRT,305.68,45.85,D
-16.49094,29.97473,319.96,2.83,1.61,2024-07-28,1151,Aqua,MODIS,62,6.1NRT,306.57,41.57,D
-16.47668,29.97271,316.9,2.83,1.61,2024-07-28,1151,Aqua,MODIS,42,6.1NRT,305.77,27.63,D
-16.52798,29.48897,335.38,3.09,1.67,2024-07-28,1151,Aqua,MODIS,85,6.1NRT,307.13,140.49,D
-17.5241,31.19448,316.69,2.36,1.48,2024-07-28,1151,Aqua,MODIS,49,6.1NRT,305.58,22.13,D
-16.52777,29.48189,332.76,3.09,1.67,2024-07-28,1151,Aqua,MODIS,82,6.1NRT,306.84,120.48,D
-19.68011,31.15386,328.21,2.55,1.54,2024-07-28,1151,Aqua,MODIS,78,6.1NRT,306.42,67.63,D
-19.68255,31.12968,320.14,2.56,1.54,2024-07-28,1151,Aqua,MODIS,66,6.1NRT,306.19,33.79,D
-19.67358,31.14826,331.5,2.55,1.54,2024-07-28,1151,Aqua,MODIS,82,6.1NRT,306.41,85.71,D
-19.74808,30.00289,320.85,3.13,1.68,2024-07-28,1151,Aqua,MODIS,67,6.1NRT,304.87,58.38,D
-19.75083,29.97484,327.04,3.14,1.68,2024-07-28,1151,Aqua,MODIS,77,6.1NRT,304.51,95.02,D
-19.74843,29.99602,327.91,3.13,1.68,2024-07-28,1151,Aqua,MODIS,78,6.1NRT,305.09,97.48,D
-19.75141,29.96765,319.14,3.14,1.68,2024-07-28,1151,Aqua,MODIS,62,6.1NRT,303.77,49.3,D
-19.66374,29.77812,334.21,3.25,1.7,2024-07-28,1151,Aqua,MODIS,84,6.1NRT,306.13,142.75,D
-19.66664,29.74787,335.65,3.26,1.71,2024-07-28,1151,Aqua,MODIS,85,6.1NRT,306.52,154.79,D
-19.6664,29.77388,326.9,3.25,1.7,2024-07-28,1151,Aqua,MODIS,77,6.1NRT,305.63,83.77,D
-19.66952,29.74367,321.72,3.26,1.71,2024-07-28,1151,Aqua,MODIS,56,6.1NRT,306.11,52.15,D
-19.65121,29.77241,324.33,3.25,1.7,2024-07-28,1151,Aqua,MODIS,73,6.1NRT,306.8,71.59,D
-19.65428,29.74222,321.51,3.26,1.71,2024-07-28,1151,Aqua,MODIS,68,6.1NRT,305.73,55.01,D
-19.10504,31.48466,317.69,2.36,1.48,2024-07-28,1151,Aqua,MODIS,60,6.1NRT,307.17,22.09,D
-18.71519,32.17018,331.2,2.07,1.4,2024-07-28,1151,Aqua,MODIS,82,6.1NRT,308.24,59.74,D
-18.57287,32.2591,318.97,2.02,1.39,2024-07-28,1151,Aqua,MODIS,63,6.1NRT,305.86,22.4,D
-18.51608,32.09652,318.65,2.08,1.4,2024-07-28,1151,Aqua,MODIS,63,6.1NRT,307.95,20.51,D
-18.51821,32.07741,323.38,2.09,1.41,2024-07-28,1151,Aqua,MODIS,72,6.1NRT,309.12,34.9,D
-18.52706,31.99789,317.69,2.12,1.41,2024-07-28,1151,Aqua,MODIS,60,6.1NRT,306.7,20.72,D
-18.44131,32.65105,322.2,1.89,1.34,2024-07-28,1151,Aqua,MODIS,70,6.1NRT,302.72,36.86,D
-18.51472,32.09109,323.39,2.08,1.4,2024-07-28,1151,Aqua,MODIS,66,6.1NRT,308.57,31.52,D
-18.43606,32.64492,318.55,1.89,1.34,2024-07-28,1151,Aqua,MODIS,61,6.1NRT,303.16,28.67,D
-18.38593,31.74537,320.11,2.2,1.44,2024-07-28,1151,Aqua,MODIS,66,6.1NRT,306.97,26.26,D
-18.37062,30.85615,322.59,2.57,1.54,2024-07-28,1151,Aqua,MODIS,71,6.1NRT,307.66,38.16,D
-18.2069,31.48052,317.44,2.29,1.47,2024-07-28,1151,Aqua,MODIS,58,6.1NRT,305.47,21.64,D
-18.20947,31.47589,316.53,2.29,1.47,2024-07-28,1151,Aqua,MODIS,53,6.1NRT,305.78,17.73,D
-18.18868,30.34151,318.62,2.8,1.6,2024-07-28,1151,Aqua,MODIS,59,6.1NRT,305.29,32.4,D
-17.995,31.7554,334.71,2.17,1.43,2024-07-28,1151,Aqua,MODIS,80,6.1NRT,304.17,82.42,D
-17.99719,31.73552,318.74,2.18,1.43,2024-07-28,1151,Aqua,MODIS,61,6.1NRT,304.56,25.38,D
-18.01131,31.48616,325.72,2.28,1.46,2024-07-28,1151,Aqua,MODIS,65,6.1NRT,305.2,51.23,D
-17.99526,31.7506,338.05,2.17,1.43,2024-07-28,1151,Aqua,MODIS,82,6.1NRT,304.56,98.65,D
-18.01355,31.48157,334.62,2.28,1.46,2024-07-28,1151,Aqua,MODIS,80,6.1NRT,305.5,89.42,D
-18.05683,30.73033,318.17,2.61,1.55,2024-07-28,1151,Aqua,MODIS,60,6.1NRT,307.48,25.24,D
-18.05946,30.70596,318.01,2.62,1.55,2024-07-28,1151,Aqua,MODIS,56,6.1NRT,307.42,24.61,D
-17.8485,31.43176,320.27,2.29,1.46,2024-07-28,1151,Aqua,MODIS,64,6.1NRT,306.99,28.05,D
-17.84852,31.44791,316.96,2.28,1.46,2024-07-28,1151,Aqua,MODIS,51,6.1NRT,306.41,18.07,D
-17.7963,31.20383,316.7,2.38,1.49,2024-07-28,1151,Aqua,MODIS,50,6.1NRT,305.03,19.67,D
-17.75611,31.32833,336,2.32,1.47,2024-07-28,1151,Aqua,MODIS,85,6.1NRT,305.28,97.99,D
-17.75589,31.34293,319.51,2.31,1.47,2024-07-28,1151,Aqua,MODIS,58,6.1NRT,303.52,30.68,D
-17.75834,31.32161,328.74,2.32,1.47,2024-07-28,1151,Aqua,MODIS,78,6.1NRT,304.69,64.85,D
-17.87004,29.92524,315.43,2.99,1.64,2024-07-28,1151,Aqua,MODIS,43,6.1NRT,305.33,27.01,D
-17.75668,30.72444,319.25,2.58,1.54,2024-07-28,1151,Aqua,MODIS,62,6.1NRT,306.27,28.06,D
-17.84028,29.78028,317.05,3.06,1.66,2024-07-28,1151,Aqua,MODIS,55,6.1NRT,305.23,35.01,D
-17.78379,30.19243,320.39,2.84,1.61,2024-07-28,1151,Aqua,MODIS,65,6.1NRT,307.31,37.31,D
-17.75052,30.71896,317.75,2.58,1.54,2024-07-28,1151,Aqua,MODIS,55,6.1NRT,305.96,22.3,D
-17.84059,29.77613,318.36,3.06,1.66,2024-07-28,1151,Aqua,MODIS,60,6.1NRT,305.26,40.83,D
-17.78123,30.18759,319.51,2.84,1.61,2024-07-28,1151,Aqua,MODIS,63,6.1NRT,307.55,34.72,D
-17.50339,32.40546,316.85,1.9,1.35,2024-07-28,1151,Aqua,MODIS,40,6.1NRT,304.03,17.67,D
-17.64031,30.96705,330.45,2.47,1.51,2024-07-28,1151,Aqua,MODIS,80,6.1NRT,305.82,75.43,D
-17.62691,30.96488,315.77,2.47,1.51,2024-07-28,1151,Aqua,MODIS,27,6.1NRT,304.36,18.84,D
-17.6899,30.23026,321.75,2.82,1.6,2024-07-28,1151,Aqua,MODIS,67,6.1NRT,306.43,40.52,D
-17.63168,30.95839,333.84,2.47,1.51,2024-07-28,1151,Aqua,MODIS,83,6.1NRT,305.72,93.19,D
-17.66348,30.4291,318.76,2.71,1.58,2024-07-28,1151,Aqua,MODIS,61,6.1NRT,307.5,30.25,D
-17.68614,30.22277,325.03,2.82,1.6,2024-07-28,1151,Aqua,MODIS,74,6.1NRT,306.86,58.85,D
-18.21201,30.49077,319.76,1.68,1.27,2024-07-28,1932,Terra,MODIS,99,6.1NRT,285.18,43.23,N
-18.02902,32.81205,303.36,1.19,1.08,2024-07-28,1932,Terra,MODIS,55,6.1NRT,286.32,9.79,N
-18.0017,31.39752,301.78,1.44,1.19,2024-07-28,1932,Terra,MODIS,44,6.1NRT,283.29,12.83,N
-18.20066,30.48945,343.54,1.68,1.27,2024-07-28,1932,Terra,MODIS,100,6.1NRT,286.83,112.05,N
-19.95596,32.97438,306.08,1.22,1.1,2024-07-28,1932,Terra,MODIS,67,6.1NRT,288.46,11.46,N
-19.07234,32.71037,302.13,1.24,1.1,2024-07-28,1932,Terra,MODIS,47,6.1NRT,289.93,8.65,N
-16.77993,30.81808,300.37,1.52,1.22,2024-07-28,1934,Terra,MODIS,26,6.1NRT,282.2,12.27,N
-16.78164,30.80389,308.61,1.53,1.22,2024-07-28,1934,Terra,MODIS,75,6.1NRT,283.3,21.27,N
-16.85492,30.86336,311.12,1.51,1.21,2024-07-28,1934,Terra,MODIS,82,6.1NRT,287.43,23.04,N
-16.80505,31.70145,302.39,1.33,1.14,2024-07-28,1934,Terra,MODIS,49,6.1NRT,289.49,9.37,N
-17.08689,30.44645,302.24,1.63,1.26,2024-07-28,1934,Terra,MODIS,48,6.1NRT,284.08,15.4,N
-17.45535,30.21867,318.34,1.72,1.29,2024-07-28,1934,Terra,MODIS,97,6.1NRT,284.67,41.21,N
-17.45355,30.23461,354.94,1.71,1.28,2024-07-28,1934,Terra,MODIS,100,6.1NRT,286.94,167.07,N
-17.49579,30.36794,313.99,1.68,1.27,2024-07-28,1934,Terra,MODIS,88,6.1NRT,283.65,33.57,N
-16.4247,28.92906,302.93,1.28,1.12,2024-07-29,0020,Aqua,MODIS,52,6.1NRT,291.58,8.22,N
-18.36372,26.47777,304.53,1.04,1.02,2024-07-29,0022,Aqua,MODIS,60,6.1NRT,286.43,8.71,N
-16.31938,29.81529,315.66,2.29,1.46,2024-07-29,0801,Terra,MODIS,58,6.1NRT,302.46,26.15,D
-16.91242,31.27991,311.79,3.03,1.66,2024-07-29,0801,Terra,MODIS,47,6.1NRT,299.1,28.35,D
-16.61834,29.6954,322.05,2.26,1.46,2024-07-29,0801,Terra,MODIS,75,6.1NRT,303.05,43.86,D
-16.55611,29.26264,312.85,2.09,1.41,2024-07-29,0801,Terra,MODIS,58,6.1NRT,302.73,13.78,D
-16.48349,28.95397,316.51,1.97,1.37,2024-07-29,0801,Terra,MODIS,59,6.1NRT,301.71,22.64,D
-16.47132,28.95527,321.1,1.97,1.37,2024-07-29,0801,Terra,MODIS,74,6.1NRT,301.41,33.61,D
-16.47952,28.96112,318.26,1.97,1.37,2024-07-29,0801,Terra,MODIS,60,6.1NRT,301.33,25.85,D
-16.47734,28.94301,317.54,1.96,1.37,2024-07-29,0801,Terra,MODIS,54,6.1NRT,302.81,22.9,D
-16.42448,28.91198,317.55,1.95,1.36,2024-07-29,0801,Terra,MODIS,64,6.1NRT,300.53,25.86,D
-16.34767,29.83286,314.23,2.29,1.47,2024-07-29,0801,Terra,MODIS,33,6.1NRT,302.03,21.39,D
-16.29658,29.60995,314.34,2.2,1.44,2024-07-29,0801,Terra,MODIS,62,6.1NRT,301.85,19.36,D
-16.18342,29.75998,314.31,2.25,1.45,2024-07-29,0801,Terra,MODIS,60,6.1NRT,303.7,20.52,D
-18.80974,30.16784,321.78,2.64,1.56,2024-07-29,0801,Terra,MODIS,76,6.1NRT,300.57,59.97,D
-18.80385,30.17544,310.65,2.64,1.56,2024-07-29,0801,Terra,MODIS,25,6.1NRT,300.17,17.19,D
-18.36869,26.48397,315.93,1.39,1.17,2024-07-29,0801,Terra,MODIS,67,6.1NRT,302.72,12.68,D
-18.24645,32.60368,313.88,4,1.86,2024-07-29,0801,Terra,MODIS,64,6.1NRT,299.71,57.01,D
-18.24023,32.60914,315.82,4,1.86,2024-07-29,0801,Terra,MODIS,68,6.1NRT,299.69,65.98,D
-17.73965,31.24174,314.73,3.09,1.67,2024-07-29,0801,Terra,MODIS,64,6.1NRT,301.03,41,D
-17.73952,31.2473,313.35,3.09,1.67,2024-07-29,0801,Terra,MODIS,55,6.1NRT,300.76,32.96,D
-17.5874,30.36109,314.32,2.63,1.56,2024-07-29,0801,Terra,MODIS,63,6.1NRT,301.88,25.9,D
-17.50546,30.18623,319,2.54,1.53,2024-07-29,0801,Terra,MODIS,64,6.1NRT,301.52,44.28,D
-17.50287,30.16267,318.47,2.53,1.53,2024-07-29,0801,Terra,MODIS,60,6.1NRT,303.15,38.85,D
-17.43454,31.50776,309.83,3.21,1.7,2024-07-29,0801,Terra,MODIS,45,6.1NRT,299.22,26.4,D
-17.22279,30.75171,314.92,2.79,1.6,2024-07-29,0801,Terra,MODIS,65,6.1NRT,300.41,34.28,D
-17.1709,30.7115,311.16,2.76,1.59,2024-07-29,0801,Terra,MODIS,51,6.1NRT,300.57,20.36,D
-17.13177,31.35007,319.91,3.09,1.67,2024-07-29,0801,Terra,MODIS,72,6.1NRT,299.21,66.27,D
-16.90643,29.72152,319.2,2.29,1.47,2024-07-29,0801,Terra,MODIS,68,6.1NRT,300.78,35.56,D
-16.90856,29.72822,321.68,2.29,1.47,2024-07-29,0801,Terra,MODIS,75,6.1NRT,301.35,47.04,D
-16.85193,29.69206,313.45,2.28,1.46,2024-07-29,0801,Terra,MODIS,60,6.1NRT,302.91,20.06,D
-16.80384,29.48989,329.81,2.19,1.44,2024-07-29,0801,Terra,MODIS,83,6.1NRT,304.19,65.33,D
-16.79112,29.49161,326.27,2.19,1.44,2024-07-29,0801,Terra,MODIS,80,6.1NRT,302.78,51.71,D
-16.78896,29.47153,319.02,2.19,1.43,2024-07-29,0801,Terra,MODIS,55,6.1NRT,301.49,28.13,D
-16.8036,29.49538,325.13,2.19,1.44,2024-07-29,0801,Terra,MODIS,74,6.1NRT,303.48,48.22,D
-16.80129,29.47547,326.84,2.19,1.43,2024-07-29,0801,Terra,MODIS,80,6.1NRT,303.41,54.43,D
-16.79089,29.49709,321.84,2.19,1.44,2024-07-29,0801,Terra,MODIS,71,6.1NRT,302.39,39.69,D
-16.78858,29.47709,327.01,2.19,1.43,2024-07-29,0801,Terra,MODIS,76,6.1NRT,302.14,57.38,D
-16.89846,31.27484,317.51,3.03,1.66,2024-07-29,0801,Terra,MODIS,69,6.1NRT,300.17,52.58,D
-19.39382,27.96773,325.45,1.83,1.32,2024-07-29,0803,Terra,MODIS,80,6.1NRT,301.05,42.22,D
-19.38396,27.98632,332.35,1.83,1.33,2024-07-29,0803,Terra,MODIS,86,6.1NRT,303.23,62.3,D
-19.38207,27.96929,389.02,1.83,1.32,2024-07-29,0803,Terra,MODIS,100,6.1NRT,309.86,455.71,D
-19.38016,27.95207,338.22,1.82,1.32,2024-07-29,0803,Terra,MODIS,89,6.1NRT,297.15,85.65,D
-20.06834,28.45047,310.42,2.03,1.39,2024-07-29,0803,Terra,MODIS,52,6.1NRT,299.97,11.76,D
-20.39282,28.66321,310.14,2.13,1.42,2024-07-29,0803,Terra,MODIS,57,6.1NRT,298.62,15.18,D
-19.78558,28.36882,315.54,1.98,1.37,2024-07-29,0803,Terra,MODIS,67,6.1NRT,301.16,22.31,D
-19.77727,28.36428,312.31,1.98,1.37,2024-07-29,0803,Terra,MODIS,61,6.1NRT,300.42,15.94,D
-19.78946,28.36268,311.27,1.98,1.37,2024-07-29,0803,Terra,MODIS,44,6.1NRT,300.56,13.3,D
-19.84073,28.72481,314.13,2.12,1.41,2024-07-29,0803,Terra,MODIS,67,6.1NRT,300.12,23.8,D
-19.77342,28.37058,312.58,1.98,1.37,2024-07-29,0803,Terra,MODIS,43,6.1NRT,301.1,15.39,D
-17.10348,31.34777,331.7,1.31,1.14,2024-07-29,1232,Aqua,MODIS,81,6.1NRT,304.56,33.41,D
-17.10551,31.33543,331.7,1.31,1.14,2024-07-29,1232,Aqua,MODIS,81,6.1NRT,305.12,33.52,D
-17.27937,30.25924,318.21,1.14,1.06,2024-07-29,1232,Aqua,MODIS,49,6.1NRT,306.66,7.92,D
-17.19047,30.75326,336.09,1.21,1.09,2024-07-29,1232,Aqua,MODIS,85,6.1NRT,304.9,38.22,D
-17.19227,30.74214,321.09,1.21,1.09,2024-07-29,1232,Aqua,MODIS,60,6.1NRT,305.54,13.22,D
-17.17162,30.80793,320.6,1.22,1.1,2024-07-29,1232,Aqua,MODIS,62,6.1NRT,303.36,13.81,D
-16.97221,31.83479,323.42,1.42,1.18,2024-07-29,1232,Aqua,MODIS,69,6.1NRT,306.04,21.58,D
-16.98705,31.7445,321.46,1.4,1.17,2024-07-29,1232,Aqua,MODIS,64,6.1NRT,307.38,14.5,D
-17.02835,31.42762,329.42,1.33,1.14,2024-07-29,1232,Aqua,MODIS,78,6.1NRT,308.14,26.73,D
-16.94037,31.89734,320.28,1.43,1.18,2024-07-29,1232,Aqua,MODIS,58,6.1NRT,304.93,15.43,D
-17.01823,31.42584,322.19,1.33,1.14,2024-07-29,1232,Aqua,MODIS,66,6.1NRT,307.79,14.57,D
-16.75939,32.8313,321.34,1.68,1.27,2024-07-29,1232,Aqua,MODIS,62,6.1NRT,308.39,19.21,D
-17.05883,31.05185,327.32,1.26,1.12,2024-07-29,1232,Aqua,MODIS,75,6.1NRT,309.15,21.6,D
-17.08327,30.90169,318.74,1.24,1.11,2024-07-29,1232,Aqua,MODIS,55,6.1NRT,304.9,11.59,D
-17.08514,30.89017,320.65,1.24,1.11,2024-07-29,1232,Aqua,MODIS,62,6.1NRT,305.22,13.65,D
-17.06009,30.78706,341.23,1.22,1.1,2024-07-29,1232,Aqua,MODIS,89,6.1NRT,305.93,48.76,D
-17.06187,30.77578,328.71,1.22,1.1,2024-07-29,1232,Aqua,MODIS,77,6.1NRT,306.02,23.44,D
-16.99176,30.96279,324.25,1.25,1.11,2024-07-29,1232,Aqua,MODIS,71,6.1NRT,304.42,19.18,D
-17.06868,30.48388,326.85,1.18,1.08,2024-07-29,1232,Aqua,MODIS,70,6.1NRT,306.01,17.84,D
-17.07556,30.44067,340.18,1.17,1.08,2024-07-29,1232,Aqua,MODIS,88,6.1NRT,307.19,40.64,D
-17.07726,30.42997,334.76,1.17,1.08,2024-07-29,1232,Aqua,MODIS,84,6.1NRT,312.24,29.99,D
-16.98194,30.96102,325.97,1.25,1.11,2024-07-29,1232,Aqua,MODIS,69,6.1NRT,303.4,20.88,D
-16.98381,30.94953,325.48,1.25,1.11,2024-07-29,1232,Aqua,MODIS,69,6.1NRT,303.87,19.8,D
-17.05913,30.48225,341.87,1.18,1.08,2024-07-29,1232,Aqua,MODIS,89,6.1NRT,309.36,46.59,D
-16.97215,30.9591,354.29,1.25,1.11,2024-07-29,1232,Aqua,MODIS,97,6.1NRT,303.7,88.35,D
-17.04784,30.49144,327.53,1.18,1.08,2024-07-29,1232,Aqua,MODIS,75,6.1NRT,306.26,20.74,D
-17.04957,30.48064,331.35,1.18,1.08,2024-07-29,1232,Aqua,MODIS,80,6.1NRT,306.55,25.9,D
-16.86059,31.57096,333.98,1.37,1.16,2024-07-29,1232,Aqua,MODIS,83,6.1NRT,306.99,36.82,D
-16.90984,31.27565,322.6,1.31,1.14,2024-07-29,1232,Aqua,MODIS,67,6.1NRT,305.5,16.33,D
-17.13171,29.90287,339.43,1.1,1.05,2024-07-29,1232,Aqua,MODIS,87,6.1NRT,308.99,36.43,D
-16.86125,31.57751,323.82,1.37,1.16,2024-07-29,1232,Aqua,MODIS,69,6.1NRT,306.1,18.54,D
-16.90872,31.28127,320,1.31,1.14,2024-07-29,1232,Aqua,MODIS,55,6.1NRT,303.74,12.41,D
-16.91067,31.26908,319.85,1.31,1.14,2024-07-29,1232,Aqua,MODIS,49,6.1NRT,305.3,12.21,D
-17.12402,29.90548,323.72,1.11,1.05,2024-07-29,1232,Aqua,MODIS,69,6.1NRT,308.86,13.28,D
-17.12558,29.89528,321.82,1.1,1.05,2024-07-29,1232,Aqua,MODIS,65,6.1NRT,306.51,10.91,D
-17.19547,29.43677,321.32,1.06,1.03,2024-07-29,1232,Aqua,MODIS,62,6.1NRT,309.28,8.07,D
-16.81986,31.70231,320.26,1.4,1.17,2024-07-29,1232,Aqua,MODIS,43,6.1NRT,308.26,11.1,D
-17.2408,28.95209,323.95,1.03,1.01,2024-07-29,1232,Aqua,MODIS,68,6.1NRT,309.51,10,D
-16.79927,31.69795,335.74,1.4,1.17,2024-07-29,1232,Aqua,MODIS,84,6.1NRT,307.31,42.91,D
-16.80139,31.68506,325.7,1.4,1.17,2024-07-29,1232,Aqua,MODIS,73,6.1NRT,307.48,21.43,D
-17.14246,29.47802,322.21,1.07,1.03,2024-07-29,1232,Aqua,MODIS,65,6.1NRT,309.02,8.98,D
