latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-18.84155,30.12035,321.41,1.02,1.01,2024-08-05,1221,Aqua,MODIS,59,6.1NRT,310.41,7.11,D
-18.41374,32.7718,334.62,1.08,1.04,2024-08-05,1221,Aqua,MODIS,83,6.1NRT,302.96,31.23,D
-18.41529,32.76169,346.59,1.08,1.04,2024-08-05,1221,Aqua,MODIS,92,6.1NRT,302.39,53.76,D
-18.41683,32.75158,343.06,1.08,1.04,2024-08-05,1221,Aqua,MODIS,90,6.1NRT,304.81,48.33,D
-18.52839,31.95319,336.26,1.02,1.01,2024-08-05,1221,Aqua,MODIS,85,6.1NRT,306.25,27.99,D
-18.52979,31.94384,332.71,1.02,1.01,2024-08-05,1221,Aqua,MODIS,82,6.1NRT,308.3,22.61,D
-18.51944,31.95171,328.39,1.02,1.01,2024-08-05,1221,Aqua,MODIS,77,6.1NRT,305.49,17.09,D
-18.52084,31.94235,327.58,1.02,1.01,2024-08-05,1221,Aqua,MODIS,76,6.1NRT,306.89,15.96,D
-18.37214,32.85808,320.98,1.09,1.04,2024-08-05,1221,Aqua,MODIS,63,6.1NRT,299.02,15.77,D
-18.57574,31.45033,338.74,1,1,2024-08-05,1221,Aqua,MODIS,87,6.1NRT,311.65,28.17,D
-18.57712,31.44099,326.21,1,1,2024-08-05,1221,Aqua,MODIS,69,6.1NRT,311.54,11.03,D
-18.3679,32.76356,363.25,1.08,1.04,2024-08-05,1221,Aqua,MODIS,100,6.1NRT,304.37,95.72,D
-18.36948,32.75335,374.81,1.08,1.04,2024-08-05,1221,Aqua,MODIS,100,6.1NRT,304.66,140.11,D
-18.35874,32.76191,409.78,1.08,1.04,2024-08-05,1221,Aqua,MODIS,100,6.1NRT,308.69,344.1,D
-18.36033,32.75162,503.23,1.08,1.04,2024-08-05,1221,Aqua,MODIS,100,6.1NRT,400.07,1880.14,D
-18.3619,32.74155,382.97,1.08,1.04,2024-08-05,1221,Aqua,MODIS,100,6.1NRT,306.17,179.94,D
-18.34801,32.77029,349.96,1.08,1.04,2024-08-05,1221,Aqua,MODIS,94,6.1NRT,304.97,59.49,D
-18.34958,32.76023,341.38,1.08,1.04,2024-08-05,1221,Aqua,MODIS,89,6.1NRT,296.7,42.45,D
-18.35117,32.74998,411.43,1.08,1.04,2024-08-05,1221,Aqua,MODIS,100,6.1NRT,300.13,361.8,D
-18.35273,32.74001,345.91,1.08,1.04,2024-08-05,1221,Aqua,MODIS,92,6.1NRT,296.11,55.83,D
-18.74286,30.09826,323.45,1.02,1.01,2024-08-05,1221,Aqua,MODIS,65,6.1NRT,310.89,9.36,D
-18.33885,32.76854,350.96,1.08,1.04,2024-08-05,1221,Aqua,MODIS,95,6.1NRT,300.3,64.41,D
-17.87794,30.62459,328.43,1.12,1.05,2024-08-05,2000,Terra,MODIS,100,6.1NRT,288.08,34.2,N
-19.03412,31.06877,301.01,1.14,1.06,2024-08-05,2000,Terra,MODIS,36,6.1NRT,287.11,7.31,N
-18.76916,31.37078,302.9,1.19,1.08,2024-08-05,2000,Terra,MODIS,52,6.1NRT,288.32,8.44,N
-18.42606,32.75694,334.44,1.45,1.19,2024-08-05,2000,Terra,MODIS,100,6.1NRT,288.22,61.84,N
-18.42822,32.74377,328.08,1.45,1.19,2024-08-05,2000,Terra,MODIS,100,6.1NRT,287.27,47.87,N
-18.39413,32.78569,303.61,1.46,1.19,2024-08-05,2000,Terra,MODIS,43,6.1NRT,284.77,11.39,N
-18.39628,32.77221,307.81,1.46,1.19,2024-08-05,2000,Terra,MODIS,73,6.1NRT,283.7,15.84,N
-18.36699,32.75206,340.3,1.45,1.19,2024-08-05,2000,Terra,MODIS,100,6.1NRT,291.48,78.27,N
-18.3692,32.73841,330.83,1.45,1.19,2024-08-05,2000,Terra,MODIS,100,6.1NRT,289.6,52.32,N
-18.35423,32.76394,327.71,1.46,1.19,2024-08-05,2000,Terra,MODIS,100,6.1NRT,287.67,46.74,N
-18.35653,32.7498,356.44,1.45,1.19,2024-08-05,2000,Terra,MODIS,100,6.1NRT,294.21,134.77,N
-18.35869,32.73645,418.01,1.45,1.19,2024-08-05,2000,Terra,MODIS,100,6.1NRT,305.17,652.72,N
-18.36081,32.72341,402.94,1.45,1.19,2024-08-05,2000,Terra,MODIS,100,6.1NRT,303.57,465.43,N
-18.34154,32.77526,310.63,1.46,1.19,2024-08-05,2000,Terra,MODIS,34,6.1NRT,286.42,17.16,N
-18.34374,32.76178,359.57,1.46,1.19,2024-08-05,2000,Terra,MODIS,100,6.1NRT,295.94,144.93,N
-18.34599,32.748,396.85,1.45,1.19,2024-08-05,2000,Terra,MODIS,100,6.1NRT,303.23,401.21,N
-18.34815,32.73471,371.31,1.45,1.19,2024-08-05,2000,Terra,MODIS,100,6.1NRT,298.36,206.34,N
-18.35025,32.72184,443.47,1.45,1.19,2024-08-05,2000,Terra,MODIS,100,6.1NRT,315.32,1076.73,N
-18.35238,32.70875,349.79,1.44,1.19,2024-08-05,2000,Terra,MODIS,100,6.1NRT,290.12,101.18,N
-18.33107,32.77292,352.8,1.46,1.19,2024-08-05,2000,Terra,MODIS,100,6.1NRT,289.65,119.47,N
-18.33324,32.75964,499.97,1.46,1.19,2024-08-05,2000,Terra,MODIS,100,6.1NRT,334.68,2783.37,N
-18.33542,32.74632,462.86,1.45,1.19,2024-08-05,2000,Terra,MODIS,100,6.1NRT,320.53,1539.52,N
-18.33764,32.73277,441.7,1.45,1.19,2024-08-05,2000,Terra,MODIS,100,6.1NRT,317.77,1045.17,N
-18.33976,32.71985,447.59,1.45,1.19,2024-08-05,2000,Terra,MODIS,100,6.1NRT,325.91,1163.8,N
-18.34187,32.70697,386.16,1.44,1.19,2024-08-05,2000,Terra,MODIS,100,6.1NRT,297.45,304.56,N
-18.32273,32.75764,303.42,1.46,1.19,2024-08-05,2000,Terra,MODIS,10,6.1NRT,285.84,9.3,N
-18.32491,32.74435,309.86,1.45,1.19,2024-08-05,2000,Terra,MODIS,78,6.1NRT,286.24,17.2,N
-18.32706,32.7313,309.04,1.45,1.19,2024-08-05,2000,Terra,MODIS,72,6.1NRT,287.05,14.92,N
-18.32921,32.71822,377.05,1.45,1.19,2024-08-05,2000,Terra,MODIS,100,6.1NRT,292.34,241.41,N
-18.28443,32.75946,330.23,1.46,1.19,2024-08-05,2000,Terra,MODIS,100,6.1NRT,287.39,53.15,N
-18.28656,32.74619,323.02,1.46,1.19,2024-08-05,2000,Terra,MODIS,100,6.1NRT,286.25,37.73,N
-18.33286,32.45651,322.2,1.39,1.17,2024-08-05,2000,Terra,MODIS,100,6.1NRT,288.4,35.97,N
-18.33489,32.44372,319.32,1.39,1.17,2024-08-05,2000,Terra,MODIS,98,6.1NRT,287.01,31.28,N
-18.27172,32.7709,316.95,1.46,1.19,2024-08-05,2000,Terra,MODIS,94,6.1NRT,285.01,28.4,N
-18.27382,32.75791,311.98,1.46,1.19,2024-08-05,2000,Terra,MODIS,27,6.1NRT,285.27,19.96,N
-18.27811,32.73135,315.19,1.45,1.19,2024-08-05,2000,Terra,MODIS,80,6.1NRT,286.64,24.54,N
-18.26111,32.76938,315.72,1.46,1.19,2024-08-05,2000,Terra,MODIS,76,6.1NRT,285.79,26.25,N
-18.26761,32.72929,309.51,1.45,1.19,2024-08-05,2000,Terra,MODIS,42,6.1NRT,285.92,17,N
-18.26976,32.71601,341.35,1.45,1.19,2024-08-05,2000,Terra,MODIS,100,6.1NRT,289.41,81.06,N
-18.25056,32.76741,305.85,1.46,1.19,2024-08-05,2000,Terra,MODIS,60,6.1NRT,284.14,14.73,N
-18.25277,32.75386,332.39,1.46,1.19,2024-08-05,2000,Terra,MODIS,100,6.1NRT,286.31,57.02,N
-18.25927,32.71399,365.44,1.45,1.19,2024-08-05,2000,Terra,MODIS,100,6.1NRT,288.82,177.19,N
-18.26144,32.70065,321.88,1.45,1.19,2024-08-05,2000,Terra,MODIS,100,6.1NRT,287.36,35.4,N
-18.1488,32.82538,345.3,1.48,1.2,2024-08-05,2000,Terra,MODIS,100,6.1NRT,288,99.01,N
-18.15126,32.81028,335.5,1.48,1.2,2024-08-05,2000,Terra,MODIS,100,6.1NRT,285.79,69.41,N
-18.18373,32.47922,306.39,1.4,1.17,2024-08-05,2000,Terra,MODIS,68,6.1NRT,290.48,12.82,N
-18.0347,32.75856,314.87,1.47,1.2,2024-08-05,2000,Terra,MODIS,90,6.1NRT,289.14,25.77,N
-18.02885,32.76321,310.8,1.47,1.2,2024-08-05,2000,Terra,MODIS,81,6.1NRT,286.73,20.74,N
-18.03068,32.75183,301.16,1.47,1.2,2024-08-05,2000,Terra,MODIS,33,6.1NRT,288.88,9.41,N
-17.99737,30.37814,302.38,1.09,1.04,2024-08-05,2000,Terra,MODIS,49,6.1NRT,289.19,6.87,N
-17.94985,30.63176,301.31,1.12,1.05,2024-08-05,2000,Terra,MODIS,40,6.1NRT,287.27,7.37,N
-17.87949,30.61422,320.81,1.12,1.05,2024-08-05,2000,Terra,MODIS,100,6.1NRT,287.83,24.24,N
-17.8686,30.62301,325.96,1.12,1.05,2024-08-05,2000,Terra,MODIS,100,6.1NRT,285.64,31.44,N
-17.87015,30.61266,301.05,1.12,1.05,2024-08-05,2000,Terra,MODIS,37,6.1NRT,285.31,7.41,N
-18.42286,26.52459,302.62,1.11,1.05,2024-08-05,2000,Terra,MODIS,50,6.1NRT,292.33,5.92,N
-17.92522,30.05418,303.86,1.06,1.03,2024-08-05,2000,Terra,MODIS,57,6.1NRT,287.71,7.66,N
-18.36563,26.47803,313.47,1.12,1.05,2024-08-05,2000,Terra,MODIS,87,6.1NRT,292.34,14.96,N
-17.72118,29.99799,325.31,1.06,1.03,2024-08-05,2000,Terra,MODIS,100,6.1NRT,287.68,27.36,N
-17.71273,30.00028,319.27,1.06,1.03,2024-08-05,2000,Terra,MODIS,98,6.1NRT,288.99,20.98,N
-17.71416,29.99046,318.83,1.06,1.03,2024-08-05,2000,Terra,MODIS,98,6.1NRT,287.95,20.34,N
-17.60314,30.6127,304.25,1.12,1.06,2024-08-05,2000,Terra,MODIS,59,6.1NRT,282.45,10.48,N
-17.6047,30.60227,317.04,1.12,1.06,2024-08-05,2000,Terra,MODIS,94,6.1NRT,284.68,21.31,N
-17.50661,30.08541,346.23,1.07,1.03,2024-08-05,2000,Terra,MODIS,100,6.1NRT,290.29,63.2,N
-17.50806,30.0755,300.87,1.07,1.03,2024-08-05,2000,Terra,MODIS,35,6.1NRT,287.79,6.46,N
-17.34593,30.10403,315.98,1.08,1.04,2024-08-05,2000,Terra,MODIS,92,6.1NRT,285.06,17.47,N
-16.92179,29.54741,300.63,1.04,1.02,2024-08-05,2000,Terra,MODIS,31,6.1NRT,283.71,6.82,N
-16.92319,29.53782,326.12,1.04,1.02,2024-08-05,2000,Terra,MODIS,100,6.1NRT,285.5,28.48,N
-16.91349,29.47746,309.52,1.04,1.02,2024-08-05,2000,Terra,MODIS,78,6.1NRT,284.23,12.69,N
-16.77371,30.29312,300.39,1.11,1.05,2024-08-05,2000,Terra,MODIS,26,6.1NRT,287.97,6.81,N
-16.6367,30.04085,300.92,1.09,1.04,2024-08-05,2000,Terra,MODIS,35,6.1NRT,289.56,5.36,N
-16.61789,29.60806,309.45,1.05,1.02,2024-08-05,2000,Terra,MODIS,77,6.1NRT,284.06,12.9,N
-16.64872,29.39715,305.51,1.04,1.02,2024-08-05,2000,Terra,MODIS,65,6.1NRT,286,9.2,N
-16.6209,29.46108,305.55,1.04,1.02,2024-08-05,2000,Terra,MODIS,65,6.1NRT,286.27,9.42,N
-16.54227,29.30601,301.43,1.03,1.02,2024-08-05,2000,Terra,MODIS,30,6.1NRT,290.9,5.07,N
-16.53325,29.30463,301.71,1.03,1.02,2024-08-05,2000,Terra,MODIS,32,6.1NRT,290.77,5.19,N
-16.35017,30.29824,302.55,1.12,1.06,2024-08-05,2000,Terra,MODIS,50,6.1NRT,292.46,5.52,N
-21.14816,31.71486,301.25,1.15,1.07,2024-08-05,2000,Terra,MODIS,39,6.1NRT,290.54,5.17,N
-20.43676,30.01935,306.38,1.02,1.01,2024-08-05,2000,Terra,MODIS,68,6.1NRT,289.64,7.87,N
-20.4278,30.0178,308.07,1.02,1.01,2024-08-05,2000,Terra,MODIS,73,6.1NRT,289.77,8.9,N
-20.42921,30.00808,327.22,1.02,1.01,2024-08-05,2000,Terra,MODIS,100,6.1NRT,290.61,26.85,N
-19.29551,32.7831,326.04,1.41,1.17,2024-08-05,2000,Terra,MODIS,100,6.1NRT,290.16,41.5,N
-19.29772,32.7693,335.58,1.4,1.17,2024-08-05,2000,Terra,MODIS,100,6.1NRT,289.98,62.03,N
-19.71921,29.05082,318.6,1,1,2024-08-05,2000,Terra,MODIS,97,6.1NRT,289.21,17.84,N
-19.72052,29.04143,302.26,1,1,2024-08-05,2000,Terra,MODIS,48,6.1NRT,288.61,6,N
-19.50259,29.7926,305.09,1.02,1.01,2024-08-05,2000,Terra,MODIS,63,6.1NRT,287.18,8.43,N
-19.02329,32.68907,305.29,1.4,1.17,2024-08-05,2000,Terra,MODIS,64,6.1NRT,289.7,11.99,N
-19.0254,32.67599,303.16,1.4,1.17,2024-08-05,2000,Terra,MODIS,54,6.1NRT,289.45,10,N
-18.27721,32.73619,321.34,3.78,1.82,2024-08-05,2314,Aqua,MODIS,100,6.1NRT,284.22,143.1,N
-18.33439,32.7202,320.1,3.78,1.82,2024-08-05,2314,Aqua,MODIS,100,6.1NRT,285.28,144.66,N
-18.32584,32.75953,339.87,3.75,1.81,2024-08-05,2314,Aqua,MODIS,100,6.1NRT,285.11,317.7,N
-18.31838,32.72327,311.42,3.78,1.82,2024-08-05,2314,Aqua,MODIS,82,6.1NRT,284.79,92.02,N
-18.34815,32.75887,307.18,3.75,1.81,2024-08-05,2314,Aqua,MODIS,32,6.1NRT,282.69,69.65,N
-18.34124,32.72374,332.23,3.78,1.82,2024-08-05,2314,Aqua,MODIS,100,6.1NRT,286.51,233.02,N
-18.33234,32.76272,336.18,3.75,1.81,2024-08-05,2314,Aqua,MODIS,100,6.1NRT,284.43,269.1,N
-18.31647,32.76633,306.89,3.75,1.81,2024-08-05,2314,Aqua,MODIS,31,6.1NRT,282.41,67.64,N
-18.27,32.7005,318.85,3.8,1.82,2024-08-05,2314,Aqua,MODIS,86,6.1NRT,284.6,123.29,N
-18.35756,32.7523,315.48,3.75,1.81,2024-08-05,2314,Aqua,MODIS,91,6.1NRT,283.68,120.2,N
-18.35032,32.71671,332.62,3.78,1.82,2024-08-05,2314,Aqua,MODIS,100,6.1NRT,286.08,246.19,N
-18.34167,32.75579,323.85,3.75,1.81,2024-08-05,2314,Aqua,MODIS,100,6.1NRT,284.08,172.6,N
-16.97689,31.2597,305.72,3.6,1.78,2024-08-06,0652,Terra,MODIS,48,6.1NRT,293.45,28.74,D
-17.73028,30.6515,305.94,3.85,1.83,2024-08-06,0652,Terra,MODIS,57,6.1NRT,292.71,30.27,D
-17.73727,30.68628,309.52,3.82,1.83,2024-08-06,0652,Terra,MODIS,65,6.1NRT,292.77,46.49,D
-18.25481,32.76192,312.34,2.61,1.55,2024-08-06,0652,Terra,MODIS,66,6.1NRT,291.75,38.54,D
-17.36807,30.25662,305.82,4.19,1.9,2024-08-06,0652,Terra,MODIS,55,6.1NRT,294.39,30.34,D
-17.73887,30.65535,304.67,3.85,1.83,2024-08-06,0652,Terra,MODIS,43,6.1NRT,291.99,24.39,D
-16.96725,31.2674,308.62,3.6,1.78,2024-08-06,0652,Terra,MODIS,60,6.1NRT,293.97,38.42,D
-17.74559,30.69014,304.3,3.82,1.83,2024-08-06,0652,Terra,MODIS,42,6.1NRT,292.31,23.04,D
-16.44687,29.29413,318.82,3.32,1.72,2024-08-06,1301,Aqua,MODIS,56,6.1NRT,303.49,49.11,D
-16.42632,29.31964,318.54,3.34,1.72,2024-08-06,1301,Aqua,MODIS,37,6.1NRT,303.7,46.09,D
-17.12846,29.42351,316.24,3.28,1.71,2024-08-06,1301,Aqua,MODIS,35,6.1NRT,302.29,28.13,D
-18.66561,32.13607,318.42,4.82,2,2024-08-06,1301,Aqua,MODIS,67,6.1NRT,296.31,108.55,D
-18.66768,32.13208,320.04,4.82,2,2024-08-06,1301,Aqua,MODIS,70,6.1NRT,296.27,123.54,D
-17.93386,31.42179,313.88,4.44,1.94,2024-08-06,1301,Aqua,MODIS,49,6.1NRT,298.04,64.57,D
-17.93111,31.4119,312.89,4.44,1.94,2024-08-06,1301,Aqua,MODIS,32,6.1NRT,297.68,60.6,D
-17.6591,30.31624,314.05,3.73,1.81,2024-08-06,1301,Aqua,MODIS,35,6.1NRT,302.67,35.48,D
-18.36306,26.47204,321.92,1.85,1.33,2024-08-06,1301,Aqua,MODIS,63,6.1NRT,311.57,17.75,D
-17.30617,30.77265,315.26,4.11,1.88,2024-08-06,1301,Aqua,MODIS,48,6.1NRT,298.87,60.75,D
-17.30251,30.76685,314.54,4.11,1.88,2024-08-06,1301,Aqua,MODIS,40,6.1NRT,298.98,51.9,D
-17.02512,29.95699,315.17,3.62,1.78,2024-08-06,1301,Aqua,MODIS,50,6.1NRT,301.42,41.05,D
-17.11349,29.41999,323.85,3.28,1.71,2024-08-06,1301,Aqua,MODIS,73,6.1NRT,302.53,73.14,D
-17.01385,29.45171,315.68,3.32,1.72,2024-08-06,1301,Aqua,MODIS,52,6.1NRT,302.97,31.94,D
-16.94147,29.65986,325.88,3.45,1.75,2024-08-06,1301,Aqua,MODIS,72,6.1NRT,302.22,101.33,D
-16.94703,29.65645,323.15,3.45,1.75,2024-08-06,1301,Aqua,MODIS,73,6.1NRT,301.42,81.43,D
-16.78766,29.6095,313.98,3.45,1.75,2024-08-06,1301,Aqua,MODIS,37,6.1NRT,299.96,38.27,D
-16.45492,30.08453,315.69,3.8,1.82,2024-08-06,1301,Aqua,MODIS,50,6.1NRT,300.97,47.17,D
-16.46182,30.0503,313.39,3.78,1.82,2024-08-06,1301,Aqua,MODIS,13,6.1NRT,300.73,31.19,D
-16.46453,30.08132,316.24,3.8,1.82,2024-08-06,1301,Aqua,MODIS,52,6.1NRT,300.54,50.4,D
-16.44284,29.29804,320.42,3.32,1.72,2024-08-06,1301,Aqua,MODIS,48,6.1NRT,303.64,55.56,D
-16.44164,29.32186,317.04,3.34,1.72,2024-08-06,1301,Aqua,MODIS,42,6.1NRT,302.64,40.27,D
-16.52554,29.53632,300.27,1.28,1.12,2024-08-06,2354,Aqua,MODIS,22,6.1NRT,286.56,7.55,N
-16.52614,29.54145,302.15,1.27,1.12,2024-08-06,2354,Aqua,MODIS,47,6.1NRT,286.46,9.05,N
-17.82961,29.85047,314.18,1.01,1,2024-08-07,0731,Terra,MODIS,66,6.1NRT,297.04,9.1,D
-17.83097,29.85973,322.63,1.01,1,2024-08-07,0731,Terra,MODIS,78,6.1NRT,296.48,17.09,D
-18.24489,32.77781,328.67,1.17,1.08,2024-08-07,0731,Terra,MODIS,84,6.1NRT,296.11,29.91,D
-18.24628,32.78863,315.24,1.17,1.08,2024-08-07,0731,Terra,MODIS,70,6.1NRT,294.51,13.16,D
-17.96381,30.51349,307.88,1,1,2024-08-07,0731,Terra,MODIS,49,6.1NRT,297.09,4.11,D
-17.96514,30.52273,310.85,1,1,2024-08-07,0731,Terra,MODIS,61,6.1NRT,297.34,5.96,D
-18.34389,32.75779,332.57,1.17,1.08,2024-08-07,0731,Terra,MODIS,87,6.1NRT,293.67,35.83,D
-18.3453,32.76871,320.79,1.17,1.08,2024-08-07,0731,Terra,MODIS,77,6.1NRT,292.84,18.17,D
-18.3674,26.48395,313.55,1.36,1.16,2024-08-07,0731,Terra,MODIS,60,6.1NRT,300.58,10.34,D
-17.35007,30.99709,311.63,1.01,1,2024-08-07,0731,Terra,MODIS,58,6.1NRT,294.43,7.62,D
-18.42661,26.52551,312.82,1.35,1.15,2024-08-07,0731,Terra,MODIS,60,6.1NRT,300.46,8.59,D
-17.35155,30.49094,316.5,1,1,2024-08-07,0731,Terra,MODIS,71,6.1NRT,300.92,9.39,D
-17.34875,30.98781,307.77,1.01,1,2024-08-07,0731,Terra,MODIS,34,6.1NRT,295.24,4.39,D
-16.98343,31.59282,314.82,1.03,1.01,2024-08-07,0731,Terra,MODIS,67,6.1NRT,298.8,8.58,D
-16.5208,29.54447,319.63,1.03,1.01,2024-08-07,0731,Terra,MODIS,72,6.1NRT,297.52,12.06,D
-16.51938,29.53503,376,1.03,1.01,2024-08-07,0731,Terra,MODIS,100,6.1NRT,302.14,138.29,D
-16.51041,29.53643,316.96,1.03,1.01,2024-08-07,0731,Terra,MODIS,50,6.1NRT,300.48,9.68,D
-16.47132,30.14609,311.03,1.01,1,2024-08-07,0731,Terra,MODIS,59,6.1NRT,297.7,5.6,D
-16.46996,30.13687,355.22,1.01,1,2024-08-07,0731,Terra,MODIS,98,6.1NRT,301.2,70.27,D
-16.46861,30.12764,313.19,1.01,1,2024-08-07,0731,Terra,MODIS,64,6.1NRT,298.2,6.71,D
-16.43664,30.4773,316.87,1,1,2024-08-07,0731,Terra,MODIS,70,6.1NRT,298.35,10.83,D
-19.61906,28.54764,307.56,1.05,1.02,2024-08-07,0731,Terra,MODIS,53,6.1NRT,296.31,4.41,D
-17.35288,30.50015,313.39,1,1,2024-08-07,0731,Terra,MODIS,65,6.1NRT,299.51,6.76,D
-21.95009,29.84729,327.64,1,1,2024-08-07,0733,Terra,MODIS,83,6.1NRT,296.72,21.72,D
-16.79703,29.97393,337.54,1.67,1.27,2024-08-07,1204,Aqua,MODIS,82,6.1NRT,307.7,63.49,D
-16.89519,28.88461,320.08,2.02,1.39,2024-08-07,1204,Aqua,MODIS,65,6.1NRT,306.65,21.02,D
-16.46873,30.12515,324.89,1.61,1.25,2024-08-07,1204,Aqua,MODIS,68,6.1NRT,306.56,25,D
-16.47063,30.11,325.4,1.62,1.25,2024-08-07,1204,Aqua,MODIS,67,6.1NRT,305.85,24.14,D
-16.48197,30.01948,323.06,1.64,1.26,2024-08-07,1204,Aqua,MODIS,69,6.1NRT,302.74,24.72,D
-16.47081,30.0177,318.47,1.64,1.26,2024-08-07,1204,Aqua,MODIS,34,6.1NRT,305.02,14.33,D
-16.44276,30.06083,321.59,1.63,1.26,2024-08-07,1204,Aqua,MODIS,65,6.1NRT,305.1,20.87,D
-16.50408,29.25184,317.95,1.87,1.34,2024-08-07,1204,Aqua,MODIS,49,6.1NRT,305.56,14.61,D
-16.51058,29.24718,317.65,1.87,1.34,2024-08-07,1204,Aqua,MODIS,51,6.1NRT,305.68,15.68,D
-16.46625,29.31384,335.34,1.85,1.33,2024-08-07,1204,Aqua,MODIS,84,6.1NRT,305.55,67.2,D
-16.46839,29.29618,321.91,1.86,1.33,2024-08-07,1204,Aqua,MODIS,67,6.1NRT,304.3,26.33,D
-16.91338,30.49692,332.23,1.54,1.22,2024-08-07,1204,Aqua,MODIS,82,6.1NRT,307.48,38.09,D
-19.42575,31.10072,316.03,1.52,1.22,2024-08-07,1204,Aqua,MODIS,54,6.1NRT,302.04,12.78,D
-18.6505,32.73482,330.85,1.18,1.08,2024-08-07,1204,Aqua,MODIS,83,6.1NRT,296.75,33.95,D
-18.68626,32.13997,315.52,1.27,1.12,2024-08-07,1204,Aqua,MODIS,48,6.1NRT,304.37,6.01,D
-18.62898,31.45488,318.14,1.4,1.17,2024-08-07,1204,Aqua,MODIS,64,6.1NRT,306.56,10.8,D
-18.34859,32.75668,327.55,1.17,1.08,2024-08-07,1204,Aqua,MODIS,59,6.1NRT,300.02,24.63,D
-18.33905,32.75528,383.82,1.17,1.08,2024-08-07,1204,Aqua,MODIS,100,6.1NRT,304.14,204.39,D
-18.34495,32.71122,317.97,1.17,1.08,2024-08-07,1204,Aqua,MODIS,43,6.1NRT,297.82,13.44,D
-18.3464,32.70037,319.87,1.18,1.08,2024-08-07,1204,Aqua,MODIS,60,6.1NRT,298.99,16.26,D
-18.34331,32.57615,323.48,1.19,1.09,2024-08-07,1204,Aqua,MODIS,75,6.1NRT,301.59,18.45,D
-18.31043,32.751,326.97,1.17,1.08,2024-08-07,1204,Aqua,MODIS,79,6.1NRT,294.35,26.1,D
-18.31188,32.74002,328.47,1.17,1.08,2024-08-07,1204,Aqua,MODIS,81,6.1NRT,297.56,27.7,D
-18.5218,30.83034,322.66,1.54,1.22,2024-08-07,1204,Aqua,MODIS,70,6.1NRT,308.13,18.16,D
-18.24148,32.80164,327.61,1.16,1.07,2024-08-07,1204,Aqua,MODIS,80,6.1NRT,297.52,26.6,D
-18.24296,32.7906,337.16,1.16,1.07,2024-08-07,1204,Aqua,MODIS,88,6.1NRT,300.98,41.3,D
-18.23198,32.80017,352.62,1.16,1.07,2024-08-07,1204,Aqua,MODIS,96,6.1NRT,296.77,78.93,D
-18.23337,32.78976,346.02,1.16,1.07,2024-08-07,1204,Aqua,MODIS,93,6.1NRT,295.88,60,D
-18.23482,32.77887,340.07,1.16,1.07,2024-08-07,1204,Aqua,MODIS,89,6.1NRT,297.6,46.82,D
-18.34461,31.78543,316.74,1.32,1.14,2024-08-07,1204,Aqua,MODIS,53,6.1NRT,302.82,8.81,D
-18.22466,30.8091,324.03,1.53,1.22,2024-08-07,1204,Aqua,MODIS,71,6.1NRT,309.27,20.22,D
-17.96946,31.20942,323.87,1.42,1.18,2024-08-07,1204,Aqua,MODIS,59,6.1NRT,307.18,17.32,D
-17.97113,31.19615,340.77,1.43,1.18,2024-08-07,1204,Aqua,MODIS,89,6.1NRT,307.27,56.48,D
-17.95897,31.208,321.84,1.42,1.18,2024-08-07,1204,Aqua,MODIS,63,6.1NRT,307.97,14.21,D
-17.96063,31.19477,322.42,1.43,1.18,2024-08-07,1204,Aqua,MODIS,69,6.1NRT,306.52,15.05,D
-18.03933,30.09535,319.19,1.71,1.28,2024-08-07,1204,Aqua,MODIS,48,6.1NRT,308.24,12.54,D
-17.8036,31.46866,316.38,1.36,1.16,2024-08-07,1204,Aqua,MODIS,46,6.1NRT,305.05,7.43,D
-17.74851,31.50562,321.53,1.35,1.15,2024-08-07,1204,Aqua,MODIS,67,6.1NRT,306.09,12.99,D
-17.75171,31.48061,320.53,1.36,1.15,2024-08-07,1204,Aqua,MODIS,64,6.1NRT,306.39,10.92,D
-17.77868,30.92427,318.09,1.48,1.2,2024-08-07,1204,Aqua,MODIS,57,6.1NRT,305.63,9.92,D
-17.77348,30.93222,321.39,1.48,1.2,2024-08-07,1204,Aqua,MODIS,67,6.1NRT,306.9,14.7,D
-17.59607,31.57996,317.85,1.33,1.14,2024-08-07,1204,Aqua,MODIS,57,6.1NRT,305.89,9.06,D
-17.66372,30.7268,322.21,1.52,1.22,2024-08-07,1204,Aqua,MODIS,68,6.1NRT,305.94,17.99,D
-17.6529,30.72536,317.29,1.52,1.22,2024-08-07,1204,Aqua,MODIS,32,6.1NRT,303.92,9.01,D
-17.65466,30.71117,318.49,1.53,1.22,2024-08-07,1204,Aqua,MODIS,46,6.1NRT,304.81,10.66,D
-17.50974,30.88317,320.65,1.48,1.2,2024-08-07,1204,Aqua,MODIS,65,6.1NRT,303.96,15.52,D
-17.50362,30.88941,317.45,1.47,1.2,2024-08-07,1204,Aqua,MODIS,35,6.1NRT,305.21,10.57,D
-17.50684,30.69326,316.91,1.52,1.22,2024-08-07,1204,Aqua,MODIS,50,6.1NRT,305.85,9.83,D
-17.49007,30.47159,316.88,1.58,1.24,2024-08-07,1204,Aqua,MODIS,27,6.1NRT,304.27,8.97,D
-17.49186,30.45695,326.78,1.58,1.24,2024-08-07,1204,Aqua,MODIS,66,6.1NRT,303.97,28.74,D
-17.43075,30.86541,318.41,1.48,1.2,2024-08-07,1204,Aqua,MODIS,51,6.1NRT,303.31,13.26,D
